area_type,site_location,total_sqft,bath,balcony,bhk,price
Super built-up  Area,other,3200.0,4.0,0.0,4.0,440.0
Super built-up  Area,other,1610.0,3.0,2.0,3.0,80.48
Super built-up  Area,Vishrant Wadi,1190.0,2.0,2.0,2.0,41.0
Super built-up  Area,other,1050.0,2.0,2.0,2.0,50.0
Plot  Area,other,4800.0,5.0,2.0,4.0,420.0
Super built-up  Area,other,1460.0,2.0,1.0,3.0,97.0
Super built-up  Area,Warje,3400.0,3.0,3.0,3.0,400.0
Plot  Area,Yerawada,600.0,1.0,0.0,1.0,33.0
Built-up  Area,Alandi Road,1569.0,3.0,0.0,3.0,70.0
Built-up  Area,other,2600.0,3.0,2.0,3.0,147.0
Super built-up  Area,other,645.0,1.0,0.0,1.0,42.5
Plot  Area,other,1200.0,3.0,1.0,4.0,180.0
Built-up  Area,other,800.0,2.0,1.0,2.0,80.0
Super built-up  Area,other,1350.0,2.0,1.0,2.0,90.0
Super built-up  Area,Baner road,2780.0,4.0,1.0,3.0,325.0
Super built-up  Area,Bhandarkar Road,1410.0,2.0,2.0,3.0,45.12
Super built-up  Area,Bhavani Peth,1109.0,2.0,1.0,2.0,35.47
Built-up  Area,other,800.0,1.0,0.0,1.0,72.0
Super built-up  Area,other,1215.0,2.0,1.0,2.0,68.0
Built-up  Area,other,2273.0,4.0,2.0,3.0,192.0
Super built-up  Area,Chandan Nagar,1255.0,2.0,2.0,2.0,52.76
Super built-up  Area,other,1020.0,2.0,1.0,2.0,49.0
Super built-up  Area,other,1225.0,2.0,2.0,3.0,82.0
Super built-up  Area,other,1120.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,1225.0,2.0,1.0,3.0,69.0
Plot  Area,other,5200.0,5.0,3.0,4.0,242.0
Super built-up  Area,other,1984.0,4.0,1.0,3.0,145.0
Super built-up  Area,Fergusson College Road,2425.0,3.0,1.0,3.0,197.0
Plot  Area,other,1200.0,3.0,1.0,3.0,56.12
Super built-up  Area,other,1127.0,2.0,1.0,2.0,45.0
Built-up  Area,other,1655.0,3.0,2.0,3.0,97.0
Super built-up  Area,Ghorpadi,500.0,1.0,1.0,1.0,14.0
Plot  Area,other,1200.0,3.0,1.0,3.0,68.38
Super built-up  Area,Gultekdi,1000.0,2.0,2.0,2.0,43.0
Super built-up  Area,other,1225.0,2.0,2.0,2.0,47.88
Super built-up  Area,other,1350.0,2.0,2.0,2.0,45.0
Super built-up  Area,Hingne Khurd,1175.0,2.0,3.0,2.0,49.0
Super built-up  Area,other,655.0,1.0,2.0,1.0,27.0
Super built-up  Area,other,1311.0,2.0,1.0,3.0,84.86
Carpet  Area,other,1000.0,2.0,1.0,2.0,38.5
Super built-up  Area,other,1196.0,2.0,1.0,2.0,96.0
Built-up  Area,other,1050.0,2.0,1.0,3.0,59.0
Super built-up  Area,other,1275.0,2.0,2.0,3.0,52.0
Carpet  Area,Khadki,927.0,2.0,1.0,2.0,50.0
Super built-up  Area,Kharadi,1520.0,2.0,3.0,3.0,61.0
Built-up  Area,Kondhwa Budruk,1333.0,2.0,1.0,2.0,104.0
Super built-up  Area,other,600.0,1.0,0.0,1.0,18.0
Super built-up  Area,Koregaon Park,1326.0,2.0,1.0,3.0,34.8
Built-up  Area,other,1370.0,2.0,2.0,2.0,125.0
Super built-up  Area,other,1100.0,2.0,2.0,2.0,85.0
Super built-up  Area,other,1650.0,3.0,3.0,3.0,100.0
Super built-up  Area,other,1917.0,3.0,2.0,3.0,132.0
Super built-up  Area,Manik Bagh,950.0,2.0,1.0,2.0,58.11
Super built-up  Area,Market yard,1175.0,2.0,1.0,2.0,48.72
Super built-up  Area,other,1089.0,2.0,1.0,2.0,43.55
Super built-up  Area,other,1804.0,3.0,2.0,3.0,175.0
Super built-up  Area,Mundhawa,1257.0,2.0,1.0,2.0,68.5
Super built-up  Area,other,650.0,1.0,2.0,1.0,19.87
Super built-up  Area,other,1850.0,3.0,2.0,3.0,150.0
Built-up  Area,Narayan Peth,2800.0,4.0,1.0,4.0,200.0
Built-up  Area,other,945.0,2.0,0.0,2.0,40.0
Super built-up  Area,other,1161.0,2.0,1.0,2.0,63.85
Super built-up  Area,other,1630.0,3.0,2.0,3.0,51.35
Super built-up  Area,Parvati Darshan,1310.0,2.0,2.0,3.0,60.0
Super built-up  Area,other,750.0,2.0,1.0,2.0,28.0
Plot  Area,Paud Road,1200.0,3.0,1.0,3.0,67.77
Super built-up  Area,other,1000.0,2.0,1.0,2.0,45.0
Plot  Area,other,4000.0,4.0,2.0,4.0,225.0
Built-up  Area,other,1315.0,2.0,2.0,2.0,70.0
Super built-up  Area,Rasta Peth,1370.0,2.0,2.0,3.0,90.0
Built-up  Area,Sadashiv Peth,1465.0,3.0,3.0,2.0,90.0
Plot  Area,other,20000.0,3.0,0.0,3.0,175.0
Super built-up  Area,other,1128.0,2.0,1.0,2.0,64.0
Super built-up  Area,Sasson Road,1250.0,2.0,2.0,3.0,70.0
Super built-up  Area,other,1645.0,3.0,2.0,3.0,117.0
Super built-up  Area,other,1284.0,2.0,2.0,3.0,75.0
Super built-up  Area,other,2600.0,3.0,2.0,3.0,199.0
Super built-up  Area,other,1820.0,3.0,2.0,3.0,150.0
Super built-up  Area,other,1580.0,3.0,1.0,3.0,73.0
Built-up  Area,other,2650.0,3.0,2.0,3.0,125.0
Super built-up  Area,Somwar Peth,1215.0,2.0,1.0,2.0,68.0
Super built-up  Area,Swargate,1075.0,2.0,1.0,2.0,40.0
Super built-up  Area,other,1400.0,2.0,3.0,3.0,78.0
Super built-up  Area,other,1400.0,2.0,1.0,3.0,55.0
Built-up  Area,other,845.0,2.0,1.0,2.0,30.0
Super built-up  Area,other,2600.0,4.0,3.0,4.0,40.0
Built-up  Area,other,3854.5,6.0,0.0,4.0,385.5
Super built-up  Area,Vishrant Wadi,800.0,2.0,1.0,2.0,85.0
Super built-up  Area,other,1199.0,2.0,1.0,2.0,85.0
Super built-up  Area,other,1175.0,2.0,2.0,2.0,43.48
Plot  Area,other,2400.0,3.0,0.0,3.0,270.0
Super built-up  Area,Warje,1767.0,3.0,2.0,3.0,109.0
Super built-up  Area,Yerawada,1800.0,3.0,1.0,4.0,90.0
Super built-up  Area,Alandi Road,1856.0,3.0,2.0,3.0,135.0
Plot  Area,other,1200.0,3.0,0.0,3.0,140.0
Super built-up  Area,other,1613.0,3.0,0.0,3.0,150.0
Super built-up  Area,other,6830.0,5.0,0.0,4.0,795.0
Built-up  Area,other,1290.0,2.0,0.0,2.0,90.0
Super built-up  Area,other,1375.0,2.0,1.0,2.0,78.0
Super built-up  Area,other,985.0,2.0,2.0,2.0,57.0
Plot  Area,Baner road,1200.0,4.0,1.0,4.0,200.0
Super built-up  Area,Bhandarkar Road,1099.0,2.0,1.0,2.0,37.5
Super built-up  Area,Bhavani Peth,605.0,1.0,0.0,1.0,13.31
Super built-up  Area,other,6000.0,12.0,0.0,11.0,150.0
Built-up  Area,other,3600.0,7.0,3.0,7.0,160.0
Super built-up  Area,other,1200.0,2.0,1.0,2.0,53.0
Built-up  Area,other,1000.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1159.0,2.0,3.0,3.0,38.0
Super built-up  Area,Chandan Nagar,3692.0,5.0,0.0,5.0,340.0
Plot  Area,other,600.0,2.0,1.0,2.0,80.0
Built-up  Area,other,1540.0,2.0,2.0,3.0,78.0
Built-up  Area,other,1503.0,2.0,2.0,3.0,93.0
Super built-up  Area,other,1850.0,4.0,2.0,3.0,120.0
Built-up  Area,other,1580.0,3.0,1.0,3.0,60.0
Super built-up  Area,other,1190.0,2.0,2.0,2.0,39.25
Plot  Area,other,1200.0,2.0,1.0,2.0,61.0
Super built-up  Area,other,850.0,1.0,1.0,2.0,19.9
Super built-up  Area,other,2180.0,3.0,2.0,3.0,285.0
Super built-up  Area,other,2500.0,2.0,1.0,3.0,60.0
Plot  Area,Ghorpadi,1200.0,3.0,1.0,3.0,56.12
Super built-up  Area,other,1500.0,2.0,2.0,3.0,52.0
Super built-up  Area,other,1880.0,3.0,3.0,3.0,120.0
Super built-up  Area,other,1150.0,2.0,2.0,2.0,45.0
Plot  Area,Hadapsar Industrial Estate,4408.0,4.0,2.0,4.0,344.0
Super built-up  Area,Hingne Khurd,924.0,2.0,2.0,2.0,35.11
Super built-up  Area,other,7800.0,6.0,0.0,5.0,385.0
Built-up  Area,other,1962.0,3.0,2.0,3.0,175.0
Super built-up  Area,other,1765.0,3.0,2.0,3.0,77.27
Super built-up  Area,other,1174.0,2.0,1.0,2.0,29.35
Super built-up  Area,Khadki,1894.0,3.0,1.0,3.0,115.0
Super built-up  Area,Kondhwa,1760.0,3.0,2.0,3.0,142.0
Built-up  Area,Kondhwa Budruk,1768.0,3.0,3.0,3.0,95.0
Built-up  Area,other,1790.0,3.0,0.0,3.0,97.0
Plot  Area,other,1200.0,2.0,1.0,2.0,45.0
Built-up  Area,other,2540.0,4.0,0.0,4.0,160.0
Super built-up  Area,other,1137.0,2.0,1.0,2.0,53.4
Super built-up  Area,Mangalwar peth,1568.0,2.0,2.0,3.0,100.0
Built-up  Area,Manik Bagh,4920.0,4.0,0.0,4.0,393.5
Super built-up  Area,Market yard,1308.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,3060.0,4.0,2.0,4.0,350.0
Super built-up  Area,other,1200.0,2.0,1.0,3.0,41.0
Super built-up  Area,Mundhawa,800.0,1.0,2.0,1.0,32.0
Super built-up  Area,other,530.0,1.0,1.0,1.0,13.5
Plot  Area,Narayan Peth,3000.0,6.0,3.0,7.0,145.0
Super built-up  Area,other,958.0,2.0,1.0,2.0,33.53
Super built-up  Area,other,2072.0,4.0,2.0,3.0,160.0
Super built-up  Area,Parvati Darshan,2273.0,3.0,3.0,3.0,159.0
Super built-up  Area,Paud Road,760.0,1.0,2.0,1.0,50.0
Super built-up  Area,other,1090.0,2.0,2.0,2.0,43.5
Super built-up  Area,other,2072.0,4.0,2.0,3.0,155.0
Super built-up  Area,other,2666.0,3.0,1.0,3.0,230.0
Super built-up  Area,Rasta Peth,1550.0,2.0,1.0,3.0,89.0
Super built-up  Area,other,1251.0,2.0,1.0,2.0,50.0
Super built-up  Area,Sadashiv Peth,1070.0,2.0,1.0,2.0,53.0
Super built-up  Area,other,1200.0,2.0,2.0,2.0,45.0
Built-up  Area,other,1435.0,2.0,2.0,3.0,60.0
Built-up  Area,Sasson Road,1400.0,2.0,3.0,3.0,45.0
Super built-up  Area,other,2330.0,3.0,2.0,4.0,94.71
Super built-up  Area,other,1200.0,2.0,3.0,2.0,60.0
Super built-up  Area,other,1000.0,2.0,2.0,2.0,40.0
Super built-up  Area,other,1655.0,2.0,2.0,3.0,62.89
Built-up  Area,other,3600.0,9.0,3.0,9.0,240.0
Plot  Area,other,600.0,1.0,1.0,1.0,35.0
Super built-up  Area,Somwar Peth,1175.0,2.0,1.0,2.0,50.0
Super built-up  Area,Swargate,1155.0,2.0,2.0,2.0,40.43
Plot  Area,other,1200.0,3.0,2.0,3.0,98.0
Super built-up  Area,other,1149.0,2.0,2.0,2.0,65.0
Plot  Area,other,3200.0,4.0,2.0,4.0,375.0
Super built-up  Area,other,1010.0,2.0,2.0,2.0,55.0
Super built-up  Area,Vishrant Wadi,1718.0,3.0,2.0,3.0,119.0
Super built-up  Area,other,650.0,1.0,1.0,2.0,20.0
Super built-up  Area,other,1330.0,2.0,2.0,2.0,77.0
Super built-up  Area,other,1200.0,2.0,2.0,2.0,68.0
Super built-up  Area,Warje,1693.0,3.0,2.0,3.0,89.0
Super built-up  Area,Yerawada,1249.0,2.0,1.0,2.0,165.0
Built-up  Area,Alandi Road,1800.0,4.0,1.0,3.0,125.0
Plot  Area,other,900.0,2.0,0.0,2.0,55.0
Super built-up  Area,other,1020.0,2.0,1.0,2.0,46.0
Super built-up  Area,other,1700.0,3.0,2.0,3.0,77.0
Built-up  Area,other,661.0,1.0,1.0,1.0,40.0
Super built-up  Area,other,1280.0,2.0,2.0,2.0,60.16
Super built-up  Area,Baner road,1170.0,2.0,1.0,2.0,48.0
Super built-up  Area,Bhandarkar Road,933.0,2.0,1.0,1.0,58.0
Built-up  Area,Bhavani Peth,1150.0,2.0,0.0,2.0,44.0
Super built-up  Area,other,3633.0,6.0,2.0,4.0,550.0
Super built-up  Area,other,1380.0,3.0,3.0,3.0,130.0
Built-up  Area,other,1050.0,2.0,1.0,2.0,64.8
Super built-up  Area,other,1080.0,2.0,1.0,2.0,37.8
Super built-up  Area,other,1303.0,2.0,1.0,2.0,90.0
Super built-up  Area,Chandan Nagar,1196.0,2.0,2.0,2.0,40.54
Built-up  Area,other,2500.0,3.0,2.0,5.0,180.0
Super built-up  Area,other,1250.0,3.0,2.0,3.0,41.0
Super built-up  Area,other,1419.0,2.0,3.0,3.0,87.0
Super built-up  Area,other,1200.0,2.0,3.0,2.0,49.0
Built-up  Area,other,1120.0,2.0,2.0,2.0,65.0
Super built-up  Area,other,762.5,1.0,0.0,1.0,45.4
Super built-up  Area,other,1245.0,2.0,1.0,2.0,75.0
Built-up  Area,Fergusson College Road,3978.0,4.0,3.0,4.0,428.0
Super built-up  Area,other,1093.0,2.0,1.0,2.0,34.0
Super built-up  Area,other,1025.0,1.0,1.0,2.0,26.63
Super built-up  Area,other,1345.0,2.0,1.0,2.0,97.0
Plot  Area,Ghorpadi,1500.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1180.0,2.0,1.0,2.0,86.0
Super built-up  Area,Gultekdi,1020.0,2.0,1.0,2.0,48.45
Super built-up  Area,other,1800.0,3.0,3.0,3.0,85.0
Super built-up  Area,other,3621.0,4.0,1.0,4.0,511.0
Super built-up  Area,Hadapsar Industrial Estate,2008.0,3.0,2.0,3.0,170.0
Super built-up  Area,Hingne Khurd,1240.0,2.0,2.0,3.0,39.85
Super built-up  Area,other,1020.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,2095.0,3.0,2.0,3.0,142.0
Super built-up  Area,other,1362.0,3.0,2.0,3.0,62.63
Super built-up  Area,other,694.0,1.0,0.0,1.0,30.84
Super built-up  Area,other,1404.0,2.0,2.0,2.0,70.0
Super built-up  Area,other,1192.0,2.0,3.0,3.0,47.0
Super built-up  Area,Kharadi,1259.0,2.0,1.0,2.0,67.48
Super built-up  Area,Kondhwa,1000.0,2.0,2.0,2.0,34.0
Super built-up  Area,Kondhwa Budruk,985.0,2.0,1.0,2.0,49.97
Built-up  Area,other,850.0,1.0,2.0,1.0,60.0
Built-up  Area,Koregaon Park,1650.0,2.0,1.0,3.0,50.0
Plot  Area,other,2400.0,3.0,1.0,5.0,320.0
Super built-up  Area,other,1900.0,4.0,1.0,3.0,180.0
Super built-up  Area,other,1367.0,2.0,2.0,2.0,86.0
Super built-up  Area,other,1210.0,2.0,2.0,3.0,81.0
Super built-up  Area,other,1190.0,2.0,1.0,2.0,48.6
Super built-up  Area,Mangalwar peth,1175.0,2.0,2.0,2.0,42.0
Super built-up  Area,Manik Bagh,2800.0,4.0,0.0,4.0,400.0
Super built-up  Area,Market yard,1140.0,2.0,2.0,2.0,40.0
Super built-up  Area,other,1095.0,2.0,2.0,2.0,33.6
Super built-up  Area,other,782.0,1.0,0.0,1.0,19.55
Super built-up  Area,Mundhawa,1435.0,2.0,2.0,3.0,80.0
Super built-up  Area,other,725.0,2.0,2.0,2.0,36.0
Built-up  Area,other,1600.0,2.0,2.0,3.0,88.0
Super built-up  Area,other,3205.0,4.0,2.0,4.0,300.0
Super built-up  Area,other,1674.0,3.0,0.0,3.0,90.0
Super built-up  Area,other,1243.0,2.0,2.0,2.0,46.0
Super built-up  Area,Paud Road,1703.0,3.0,2.0,3.0,130.0
Super built-up  Area,other,1350.0,3.0,1.0,3.0,71.55
Super built-up  Area,other,1145.0,2.0,1.0,2.0,41.21
Super built-up  Area,other,1216.0,2.0,1.0,2.0,75.0
Super built-up  Area,Rasta Peth,1100.0,3.0,1.0,2.0,60.0
Super built-up  Area,other,2425.0,5.0,1.0,4.0,201.0
Plot  Area,Sadashiv Peth,2700.0,4.0,2.0,4.0,175.0
Super built-up  Area,other,1196.0,2.0,2.0,2.0,40.54
Carpet  Area,other,1600.0,3.0,3.0,3.0,90.0
Super built-up  Area,Sasson Road,1510.0,3.0,3.0,3.0,47.57
Super built-up  Area,other,3033.0,4.0,1.0,4.0,326.0
Plot  Area,other,780.0,2.0,1.0,2.0,72.0
Super built-up  Area,other,1194.0,2.0,2.0,2.0,47.0
Built-up  Area,other,1250.0,2.0,2.0,2.0,110.0
Plot  Area,other,1250.0,4.0,1.0,4.0,100.0
Plot  Area,Somwar Peth,1350.0,4.0,2.0,4.0,160.0
Built-up  Area,Swargate,620.0,2.0,0.0,1.0,48.0
Super built-up  Area,other,1630.0,3.0,2.0,3.0,60.65
Built-up  Area,other,1020.0,2.0,0.0,2.0,45.0
Super built-up  Area,other,1410.0,2.0,2.0,3.0,53.58
Carpet  Area,other,1181.7,2.0,1.0,2.0,100.0
Super built-up  Area,Vishrant Wadi,1691.0,3.0,2.0,3.0,113.0
Built-up  Area,other,1200.0,4.0,0.0,4.0,83.0
Super built-up  Area,other,1200.0,2.0,3.0,2.0,60.0
Super built-up  Area,other,1050.0,2.0,2.0,2.0,50.0
Super built-up  Area,Warje,1300.0,3.0,2.0,3.0,77.99
Super built-up  Area,Yerawada,1356.0,2.0,1.0,2.0,94.84
Super built-up  Area,Alandi Road,1338.0,2.0,1.0,2.0,103.0
Super built-up  Area,other,500.0,1.0,1.0,1.0,20.0
Super built-up  Area,other,1280.0,2.0,1.0,3.0,100.0
Super built-up  Area,other,1531.0,3.0,3.0,3.0,51.77
Super built-up  Area,other,11000.0,4.0,1.0,4.0,1600.0
Built-up  Area,other,620.0,1.0,1.0,2.0,23.5
Super built-up  Area,other,1605.0,2.0,2.0,3.0,65.0
Super built-up  Area,Baner road,1917.0,3.0,2.0,3.0,110.0
Built-up  Area,other,1400.0,3.0,2.0,3.0,55.0
Built-up  Area,other,2625.0,3.0,3.0,3.0,175.0
Built-up  Area,other,1100.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,2041.0,3.0,3.0,3.0,128.0
Super built-up  Area,other,2070.0,4.0,2.0,3.0,160.0
Super built-up  Area,Chandan Nagar,1110.0,3.0,3.0,3.0,59.0
Built-up  Area,other,1650.0,3.0,1.0,3.0,110.0
Plot  Area,other,3565.0,4.0,3.0,4.0,255.0
Super built-up  Area,other,1033.0,2.0,2.0,3.0,30.47
Super built-up  Area,other,1142.0,2.0,2.0,2.0,65.0
Super built-up  Area,other,1500.0,2.0,2.0,3.0,75.0
Super built-up  Area,other,1502.0,3.0,3.0,3.0,50.0
Super built-up  Area,other,1176.0,2.0,1.0,3.0,45.0
Super built-up  Area,other,1063.0,2.0,1.0,2.0,32.8
Built-up  Area,Fergusson College Road,1100.0,2.0,1.0,2.0,60.0
Plot  Area,other,1044.0,2.0,2.0,2.0,85.0
Plot  Area,other,5400.0,3.0,2.0,3.0,700.0
Built-up  Area,other,1216.0,2.0,2.0,2.0,60.0
Super built-up  Area,Ghorpadi,1425.0,3.0,2.0,3.0,55.0
Super built-up  Area,Gultekdi,1345.0,2.0,2.0,2.0,108.0
Super built-up  Area,other,1248.0,2.0,1.0,2.0,130.0
Built-up  Area,Hadapsar Industrial Estate,900.0,1.0,0.0,2.0,130.0
Built-up  Area,Hingne Khurd,3600.0,4.0,0.0,4.0,245.0
Super built-up  Area,other,1025.0,2.0,1.0,2.0,35.88
Plot  Area,other,840.0,1.0,1.0,2.0,99.0
Super built-up  Area,other,3050.0,2.0,0.0,3.0,90.0
Super built-up  Area,other,1424.0,2.0,2.0,3.0,75.0
Built-up  Area,other,2500.0,3.0,1.0,3.0,268.0
Super built-up  Area,other,1285.0,2.0,2.0,2.0,45.0
Super built-up  Area,Khadki,1450.0,2.0,1.0,2.0,55.99
Super built-up  Area,Kharadi,1160.0,2.0,1.0,2.0,70.0
Plot  Area,Kondhwa,2700.0,3.0,0.0,3.0,350.0
Plot  Area,Kondhwa Budruk,2000.0,2.0,2.0,3.0,95.0
Super built-up  Area,other,1125.0,2.0,1.0,2.0,47.65
Built-up  Area,Koregaon Park,3900.0,4.0,2.0,4.0,175.0
Built-up  Area,other,1133.0,2.0,1.0,2.0,38.37
Super built-up  Area,other,1240.0,2.0,2.0,2.0,60.0
Super built-up  Area,other,1466.0,3.0,3.0,3.0,77.59
Super built-up  Area,other,3870.0,4.0,2.0,4.0,411.0
Super built-up  Area,other,1610.0,2.0,2.0,3.0,115.0
Super built-up  Area,Mangalwar peth,1220.0,3.0,2.0,3.0,56.0
Built-up  Area,Manik Bagh,1225.0,2.0,2.0,2.0,48.0
Super built-up  Area,Market yard,1300.0,2.0,1.0,2.0,54.0
Super built-up  Area,other,1996.0,4.0,1.0,3.0,123.0
Super built-up  Area,other,1320.0,2.0,2.0,3.0,55.0
Super built-up  Area,Mundhawa,1800.0,3.0,2.0,3.0,240.0
Super built-up  Area,other,1835.0,3.0,3.0,3.0,175.0
Super built-up  Area,other,1435.0,3.0,2.0,3.0,90.0
Super built-up  Area,Narayan Peth,4097.0,3.0,0.0,3.0,400.0
Super built-up  Area,other,1601.0,3.0,3.0,3.0,70.0
Super built-up  Area,other,1257.0,2.0,2.0,2.0,93.0
Super built-up  Area,other,3596.0,5.0,1.0,4.0,260.0
Super built-up  Area,Parvati Darshan,1309.0,2.0,2.0,2.0,95.0
Plot  Area,other,1362.0,2.0,0.0,2.0,100.0
Super built-up  Area,Paud Road,1115.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,1870.0,3.0,2.0,3.0,90.0
Super built-up  Area,other,1322.0,2.0,1.0,2.0,61.99
Super built-up  Area,other,1450.0,2.0,1.0,3.0,65.0
Super built-up  Area,Rasta Peth,1185.0,2.0,2.0,2.0,67.0
Super built-up  Area,other,1790.0,3.0,3.0,3.0,120.0
Plot  Area,Sadashiv Peth,3450.0,4.0,2.0,3.0,208.0
Super built-up  Area,other,1050.0,2.0,2.0,2.0,52.5
Super built-up  Area,other,693.0,1.0,0.0,1.0,27.375
Plot  Area,Sasson Road,5400.0,4.0,2.0,4.0,750.0
Super built-up  Area,other,775.0,1.0,0.0,1.0,39.0
Built-up  Area,other,1000.0,2.0,2.0,2.0,48.0
Super built-up  Area,other,1183.0,2.0,1.0,2.0,77.25
Super built-up  Area,other,1282.0,3.0,2.0,3.0,178.0
Super built-up  Area,other,425.0,1.0,1.0,1.0,15.0
Built-up  Area,other,820.0,2.0,2.0,2.0,30.0
Built-up  Area,Swargate,1200.0,2.0,2.0,2.0,52.0
Super built-up  Area,other,1151.0,2.0,2.0,2.0,43.6
Super built-up  Area,other,1320.0,2.0,2.0,3.0,59.0
Carpet  Area,other,1450.0,3.0,2.0,3.0,68.0
Super built-up  Area,other,1270.0,2.0,3.0,3.0,50.79
Super built-up  Area,other,1847.0,3.0,2.0,3.0,123.0
Super built-up  Area,Vishrant Wadi,1020.0,2.0,1.0,1.0,49.87
Super built-up  Area,other,1650.0,3.0,0.0,3.0,95.0
Super built-up  Area,other,2380.0,4.0,3.0,4.0,242.0
Built-up  Area,other,2400.0,2.0,0.0,3.0,78.0
Super built-up  Area,Warje,1160.0,2.0,2.0,2.0,44.0
Super built-up  Area,Yerawada,2805.0,4.0,3.0,4.0,154.0
Super built-up  Area,Alandi Road,1360.0,3.0,0.0,3.0,47.6
Super built-up  Area,other,1089.0,2.0,1.0,2.0,49.0
Super built-up  Area,other,1115.0,2.0,2.0,2.0,60.0
Super built-up  Area,other,1215.0,2.0,1.0,2.0,45.0
Super built-up  Area,other,1194.0,2.0,1.0,2.0,51.0
Super built-up  Area,other,1536.0,3.0,1.0,3.0,104.0
Super built-up  Area,other,1255.0,2.0,2.0,2.0,55.5
Super built-up  Area,Baner road,1571.0,3.0,2.0,3.0,83.0
Plot  Area,Bhandarkar Road,900.0,1.0,0.0,2.0,70.0
Super built-up  Area,Bhavani Peth,1517.0,2.0,2.0,2.0,125.0
Super built-up  Area,other,664.0,1.0,1.0,1.0,35.4
Super built-up  Area,other,1230.0,2.0,1.0,2.0,58.0
Super built-up  Area,other,1340.0,2.0,2.0,2.0,72.0
Super built-up  Area,other,1175.0,2.0,1.0,2.0,29.38
Super built-up  Area,Chandan Nagar,1240.0,2.0,2.0,2.0,43.1
Super built-up  Area,other,1470.0,2.0,1.0,3.0,44.1
Super built-up  Area,other,1680.0,3.0,2.0,3.0,117.0
Super built-up  Area,other,1000.0,2.0,2.0,2.0,35.0
Super built-up  Area,other,1071.0,2.0,1.0,2.0,51.0
Super built-up  Area,other,1512.0,3.0,0.0,3.0,80.0
Built-up  Area,other,3435.0,2.0,1.0,4.0,341.0
Super built-up  Area,Fergusson College Road,3144.0,3.0,1.0,3.0,455.0
Built-up  Area,other,1190.0,2.0,1.0,2.0,60.0
Super built-up  Area,other,1550.0,2.0,3.0,3.0,80.0
Super built-up  Area,other,1283.0,2.0,2.0,2.0,63.22
Built-up  Area,Ghorpadi,1325.0,2.0,2.0,2.0,73.0
Super built-up  Area,other,1105.0,2.0,1.0,2.0,35.36
Super built-up  Area,Gultekdi,1600.0,3.0,2.0,3.0,74.5
Super built-up  Area,Hadapsar Industrial Estate,1100.0,2.0,1.0,2.0,44.55
Super built-up  Area,Hingne Khurd,2099.0,3.0,3.0,3.0,147.0
Super built-up  Area,other,1365.0,2.0,1.0,3.0,72.0
Super built-up  Area,other,1485.0,3.0,3.0,2.0,132.0
Super built-up  Area,other,1250.0,2.0,1.0,2.0,55.0
Super built-up  Area,other,1290.0,2.0,2.0,3.0,56.12
Super built-up  Area,other,1170.0,2.0,1.0,2.0,46.79
Super built-up  Area,other,1328.0,2.0,3.0,2.0,91.06
Super built-up  Area,other,1232.0,2.0,1.0,2.0,87.0
Super built-up  Area,Khadki,1180.0,2.0,2.0,2.0,88.5
Super built-up  Area,Kharadi,1350.0,3.0,2.0,3.0,66.0
Super built-up  Area,Kondhwa,3602.0,4.0,0.0,4.0,280.0
Super built-up  Area,Kondhwa Budruk,2400.0,4.0,1.0,4.0,145.0
Super built-up  Area,other,1020.0,2.0,2.0,2.0,32.0
Super built-up  Area,Koregaon Park,1410.0,2.0,3.0,3.0,49.34
Built-up  Area,other,2159.0,3.0,2.0,3.0,120.0
Super built-up  Area,other,1200.0,2.0,0.0,3.0,66.0
Super built-up  Area,other,1255.0,2.0,1.0,2.0,57.5
Super built-up  Area,other,1074.0,2.0,1.0,2.0,42.79
Plot  Area,Mangalwar peth,1200.0,3.0,2.0,3.0,72.0
Super built-up  Area,Manik Bagh,1170.0,2.0,2.0,3.0,35.41
Super built-up  Area,Market yard,728.5,1.0,0.0,1.0,31.315
Super built-up  Area,other,1660.0,2.0,0.0,3.0,100.0
Built-up  Area,Mundhawa,1850.0,3.0,0.0,6.0,175.0
Built-up  Area,other,510.0,1.0,0.0,1.0,34.0
Super built-up  Area,other,1601.0,3.0,2.0,3.0,95.0
Super built-up  Area,Narayan Peth,952.0,2.0,1.0,2.0,42.0
Super built-up  Area,other,1166.0,2.0,3.0,2.0,65.0
Built-up  Area,other,2700.0,2.0,1.0,3.0,260.0
Built-up  Area,other,1900.0,3.0,1.0,4.0,97.0
Plot  Area,Parvati Darshan,1350.0,2.0,0.0,3.0,175.0
Super built-up  Area,other,1520.0,2.0,2.0,3.0,96.0
Plot  Area,Paud Road,2100.0,6.0,3.0,4.0,100.0
Super built-up  Area,other,1175.0,2.0,2.0,2.0,50.0
Super built-up  Area,other,1432.0,2.0,2.0,2.0,68.0
Super built-up  Area,other,1005.0,2.0,1.0,2.0,39.77
Super built-up  Area,Rasta Peth,1309.0,2.0,1.0,2.0,80.0
Super built-up  Area,other,2251.0,4.0,2.0,3.0,370.0
